PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
636,0,2,male,12.2,0,0,11.45,Q
637,0,3,female,13.8,0,0,17.04,S
638,1,3,female,41.9,0,0,24.68,S
639,0,2,female,19.6,0,0,23.81,C
640,1,1,female,19.1,1,0,39.28,C
641,0,3,female,46.9,1,3,28.01,S
642,1,2,female,36.2,0,1,23.34,C
643,1,1,male,19.5,1,0,88.33,S
644,0,3,male,51.8,0,0,12.76,Q
645,1,1,female,31.4,0,0,106.59,C
646,1,1,female,16.9,1,0,62.54,C
647,1,2,male,40.6,1,0,0,C
648,0,2,male,34.1,0,0,33.89,S
649,1,1,female,29.9,0,0,61.1,Q
650,0,2,male,29.4,0,0,0,C
651,0,2,female,6.7,0,0,15.24,S
652,0,3,male,6.7,2,3,15.13,Q
653,1,3,female,0.5,0,0,1.65,S
654,1,3,female,19.2,0,0,12.59,C
655,1,1,male,29.2,0,0,66.41,C
656,0,3,male,37.4,0,1,12.95,Q
657,0,3,male,37.5,0,0,23.81,C
658,1,1,female,44.1,0,0,69.28,C
659,1,3,female,3.0,2,0,20.57,S
660,1,3,female,25.4,0,0,10.68,Q
661,1,1,male,22.8,0,0,96.43,S
662,0,3,female,24.6,0,0,0,Q
663,0,2,female,30.5,0,1,36.59,C
664,0,2,male,37.2,0,0,0,Q
665,0,3,female,45.6,1,2,43.76,S
666,1,1,male,8.6,0,0,87.99,C
667,0,3,male,13.3,0,0,48.34,S
668,1,3,female,21.8,0,0,1.49,S
669,0,2,male,26.8,0,2,31.59,S
670,1,1,female,19.4,2,1,75.15,S
671,1,1,female,25.6,0,2,78.37,C
672,1,1,female,13.0,1,0,99.62,S
673,0,3,female,23.4,1,1,23.55,C
674,1,3,female,22.4,1,0,8.35,C
675,0,3,female,0.5,0,1,20.93,Q
676,1,2,female,35.0,0,0,0,Q
677,0,3,male,25.4,0,0,30.14,Q
678,1,3,female,23.0,0,0,9.35,S
679,0,3,male,41.6,0,1,8.79,S
680,0,3,female,18.1,0,0,7.95,S
681,1,3,female,25.1,0,0,20.07,Q
682,1,1,female,20.6,0,0,105.45,C
683,0,3,male,28.9,0,0,0,S
684,1,1,female,22.3,0,2,113.85,Q
685,1,3,male,11.3,0,1,0,Q
686,0,3,male,45.9,2,0,12.14,Q
687,1,1,female,14.4,0,0,57.66,C
688,0,3,male,2.7,0,0,0,Q
689,0,3,male,48.2,0,1,14.11,S
690,0,3,male,44.5,1,1,39.5,S
691,1,2,male,13.9,1,0,25.94,C
692,0,3,female,33.9,0,0,0,S
693,1,1,male,10.1,0,0,67.03,S
694,0,3,female,22.5,1,0,13.76,Q
695,0,3,male,21.0,0,0,0,Q
696,1,1,female,14.3,1,0,78.21,Q
697,1,1,female,27.4,0,0,54.51,C
698,1,3,female,35.1,0,0,0,S
699,0,3,female,35.7,1,0,24.02,C
700,0,3,male,20.7,0,1,0,C
701,0,3,male,24.8,0,2,19.01,C
702,0,3,female,29.3,0,0,0,C
703,0,3,male,13.3,0,0,0,Q
704,1,3,male,12.1,0,0,33.44,Q
705,0,3,female,19.0,0,2,23.76,C
706,1,3,female,12.4,0,0,0,C
707,1,3,female,31.4,1,0,0,C
708,1,3,male,27.2,0,0,14.69,Q
709,1,1,female,16.6,0,0,105.83,S
710,0,3,male,47.0,1,0,3.27,S
711,0,3,male,45.1,0,0,0,C
712,1,3,female,30.6,0,1,0,Q
713,1,1,male,20.7,0,2,92.08,Q
714,1,1,male,23.2,0,0,71.99,Q
715,0,3,female,26.6,0,0,2.88,Q
716,1,1,female,41.9,2,0,103.02,Q
717,1,2,female,13.0,2,0,9.12,Q
718,1,3,male,26.9,2,1,11.59,Q
719,1,3,female,22.0,0,3,26.71,S
720,1,3,female,41.6,1,0,22.75,C
721,1,3,male,23.8,0,0,30.96,Q
722,0,3,male,33.8,1,0,22.09,Q
723,1,3,female,0.5,1,2,12.1,C
724,0,1,male,22.0,0,0,87.72,S
725,0,3,male,31.4,0,0,9.51,Q
726,0,3,male,25.8,0,0,1.91,Q
727,0,1,male,32.6,1,0,73.75,S
728,1,1,male,7.1,3,0,96.34,Q
729,0,3,male,12.3,0,0,58.58,C
730,0,1,male,30.4,0,0,67.88,C
731,1,1,male,35.1,0,0,52.65,Q
732,0,1,male,25.0,0,0,54.14,Q
733,1,1,female,15.7,2,0,77.02,C
734,1,3,male,10.9,0,0,0,C
735,0,3,male,7.5,3,0,0,Q
736,1,3,female,34.5,0,1,15.2,Q
737,0,1,male,42.6,0,0,86.34,S
738,0,3,male,31.6,0,0,16.01,C
739,0,1,male,26.6,0,0,53.63,S
740,0,1,male,27.1,1,1,88.07,Q
741,1,1,female,44.1,0,0,87.17,C
742,1,1,male,4.2,0,0,39.81,S
743,0,2,male,37.2,0,0,2.21,Q
744,0,3,male,12.3,0,0,0.04,S
745,1,3,female,33.9,1,0,0,C
746,0,2,male,42.6,0,0,3.17,C
747,1,1,female,28.3,0,0,56.44,S
748,1,2,male,48.3,1,0,36.68,C
749,0,2,male,48.7,0,0,22.97,S
750,1,1,female,22.5,1,0,82.47,Q
751,0,3,male,31.4,1,0,6.11,C
752,0,3,male,29.3,1,0,4.01,C
753,1,3,female,33.2,0,0,5.72,Q
754,1,3,male,5.6,0,0,0,S
755,0,3,male,28.5,0,1,0,S
756,0,2,male,17.3,0,1,35.73,Q
757,1,3,female,15.2,0,0,17.7,C
758,1,3,male,54.2,0,2,32.63,C
759,1,1,male,1.5,0,0,80.94,Q
760,1,3,male,13.6,1,0,15.41,C
761,0,3,male,36.6,0,0,0,S
762,1,2,female,10.5,1,0,26.75,Q
763,1,2,female,28.5,0,0,13.82,C
764,1,1,female,33.6,1,2,91.31,C
765,1,1,female,16.5,0,0,70.27,S
766,0,2,female,37.1,2,0,37.48,C
767,1,2,female,31.9,2,0,0,S
768,0,3,female,16.6,2,3,14.7,S
769,1,3,female,24.4,0,0,20.29,S
770,1,2,female,20.7,0,0,10.5,S
771,0,3,male,32.7,0,0,0,Q
772,1,3,female,32.2,0,2,28.44,S
773,1,1,female,20.8,0,0,94.11,Q
774,0,1,female,29.2,0,0,59.3,S
775,0,2,female,39.9,0,0,40.45,Q
776,0,3,female,60.5,1,0,32.49,Q
777,0,2,male,7.3,1,0,9.19,C
778,0,2,female,53.3,1,0,29.81,S
779,0,1,male,36.7,0,0,93.92,C
780,1,3,female,41.1,0,0,51.35,Q
781,0,3,female,12.2,1,0,0,Q
782,1,3,female,9.7,1,0,9.94,C
783,1,3,male,25.1,0,0,17.15,Q
784,0,2,male,4.2,0,0,17.03,C
785,0,3,female,25.1,0,0,42.67,Q
786,1,1,female,18.7,0,2,96.49,C
787,0,3,male,33.0,1,2,0,S
788,0,3,male,0.9,0,0,34.09,C
789,1,2,female,37.7,3,0,36.56,Q
790,1,2,male,32.8,0,0,58.84,C
791,1,3,female,19.1,0,1,0,Q
792,0,1,male,0.5,0,0,88.44,C
793,0,3,male,20.0,0,0,5.01,C
794,1,3,female,11.5,1,0,43.48,S
795,1,1,male,8.2,2,0,74.28,S
796,0,3,male,52.0,0,0,0,C
797,0,3,male,48.0,0,0,0,Q
798,0,3,male,11.4,0,0,17.15,Q
799,0,1,female,16.2,0,0,80.78,S
800,0,2,female,21.1,0,0,58.06,Q
801,0,2,male,44.3,0,0,19.81,S
802,1,1,female,14.8,0,2,95.63,C
803,0,3,female,36.3,0,0,48.69,Q
804,1,2,female,29.0,2,0,0,S
805,1,2,female,20.1,0,0,19.19,Q
806,0,3,male,50.5,1,0,18.08,C
807,0,2,female,39.2,0,0,42.85,S
808,0,3,male,23.6,0,0,34.6,S
809,0,3,male,56.8,0,0,9.6,Q
810,1,1,male,4.0,0,0,66.17,Q
811,1,2,female,21.3,0,0,20.76,S
812,0,3,male,14.1,0,3,11.16,S
813,0,3,female,26.6,0,1,16.32,Q
814,0,3,female,17.2,3,0,26.42,C
815,1,2,female,2.3,0,0,0,Q
816,1,3,male,0.9,0,2,21.7,Q
817,1,3,male,41.6,0,0,10.26,Q
818,1,3,female,2.4,0,0,12.75,Q
819,1,2,female,3.1,0,1,0,C
820,1,1,female,36.6,2,0,53.64,S
821,0,2,male,12.2,0,0,10.02,C
822,1,2,female,12.1,0,0,30.2,S
823,0,3,male,42.4,0,0,0,Q
824,0,3,female,25.8,1,1,40.33,Q
825,0,3,male,14.8,0,0,9.35,S
826,1,3,female,17.0,0,0,46.21,Q
827,1,2,male,27.2,0,0,47.1,C
828,1,3,female,10.5,0,0,17.72,C
829,0,2,male,26.7,0,0,56.03,C
830,0,3,male,56.0,0,0,26.51,C
831,1,2,female,14.2,0,1,0,C
832,0,3,male,1.9,2,2,6.83,Q
833,0,1,male,31.8,1,0,62.84,S
834,0,3,male,33.4,2,0,21.77,Q
835,0,1,female,27.9,0,0,70.69,C
836,1,3,male,13.5,1,0,36.05,S
837,0,3,male,19.0,0,0,0,Q
838,0,3,male,18.0,0,0,8.8,Q
839,0,3,female,50.0,0,0,31.98,C
840,1,3,female,30.7,0,1,0,Q
841,1,2,female,22.2,1,1,0,S
842,1,1,female,9.4,1,0,58.07,C
843,1,3,male,11.1,0,0,0,S
844,0,3,male,37.2,2,1,32.18,C
845,1,3,female,0.8,0,0,24.21,S
846,0,3,male,39.6,0,0,21.68,S
847,1,3,male,59.5,0,0,0,C
848,0,3,female,48.9,0,0,52.61,C
849,1,2,female,35.6,0,0,0,Q
850,0,3,male,19.3,0,1,17.69,S
851,0,2,female,28.9,2,0,15.34,Q
852,1,2,female,41.5,1,3,31.54,Q
853,0,3,female,27.1,0,0,0,Q
854,0,3,female,61.1,2,0,11.03,S
855,1,1,female,25.5,0,2,98.96,S
856,0,1,male,0.5,1,0,78.91,Q
857,0,2,female,31.1,0,1,24.03,Q
858,1,3,female,37.0,1,2,3.03,S
859,0,3,female,26.7,2,0,0,S
860,0,2,male,34.0,0,0,31.62,S
861,1,1,female,42.7,1,0,84.76,Q
862,0,3,male,32.4,1,0,18.22,C
863,0,3,male,0.5,0,0,0,Q
864,1,2,female,15.0,0,0,0,S
865,0,2,male,32.2,0,1,10.13,S
866,1,3,female,26.7,2,0,10.8,Q
867,0,3,male,29.1,0,0,18.13,C
868,1,3,female,37.0,0,1,20.43,Q
869,1,3,male,17.1,0,2,25.08,C
870,0,3,female,25.2,1,0,0,Q
871,1,3,male,0.5,0,0,14.71,Q
872,0,2,female,16.7,0,0,6.0,Q
873,0,3,male,43.5,0,0,1.67,Q
874,1,3,female,15.4,1,0,66.73,C
875,1,2,male,0.5,0,0,5.94,Q
876,0,3,female,16.6,1,0,32.93,S
877,0,1,male,32.3,0,0,74.92,Q
878,1,2,female,20.2,2,1,8.98,C
879,1,1,female,34.6,0,0,73.15,C
880,1,3,female,17.9,2,0,0,Q
881,1,3,female,14.9,0,1,0,C
882,0,1,male,38.7,0,0,51.75,Q
883,1,3,female,43.1,0,0,0,Q
884,1,2,male,32.1,1,2,29.94,Q
885,1,2,male,33.5,1,0,44.76,C
886,0,3,female,55.0,1,0,7.0,S
887,1,1,female,11.3,0,0,82.33,Q
888,0,1,male,19.2,0,1,88.2,Q
889,1,1,female,15.8,0,0,86.83,Q
890,1,1,male,11.9,2,1,64.09,S
891,1,1,female,27.6,0,2,60.39,S
892,0,3,male,19.8,1,0,0.71,C
893,1,1,female,41.7,3,0,92.29,C
894,1,3,female,37.6,0,1,0,S
895,1,1,female,37.6,0,0,89.41,Q
896,0,3,female,49.8,1,0,0,C
897,0,3,female,38.9,1,3,0,S
898,0,3,male,29.8,0,0,6.76,C
899,1,1,female,23.8,0,1,47.28,C
900,1,2,male,34.7,2,0,29.38,C
901,1,3,female,26.0,0,0,23.93,Q
902,0,3,male,28.3,1,0,0,Q
903,1,2,female,44.1,1,2,12.82,Q
904,1,1,male,40.5,3,0,88.83,C
905,0,1,male,34.0,0,0,76.03,S
906,1,3,female,10.7,0,0,29.46,S
907,1,2,female,43.6,0,0,3.89,S
908,0,3,female,18.5,1,0,0,C
909,1,1,female,12.8,1,0,100.31,S
910,1,1,female,6.7,0,0,75.5,S
911,1,2,female,21.9,0,0,0,Q
912,1,3,male,47.4,0,0,20.57,S
913,0,2,male,42.3,0,1,0,S
914,1,3,male,21.2,1,0,25.22,S
915,1,2,male,41.3,0,1,34.8,Q
916,1,3,female,32.4,1,0,15.53,Q
917,0,3,female,13.6,0,0,0,Q
918,0,3,female,26.3,0,0,0,Q
919,1,1,male,24.7,0,0,59.28,S
920,1,3,female,38.3,0,0,24.28,C
921,1,3,female,27.1,0,1,16.58,Q
922,1,3,female,33.6,0,0,48.12,Q
923,1,1,female,13.8,1,1,68.55,Q
924,0,3,male,29.2,0,0,0,Q
925,0,3,male,34.4,0,0,0,Q
926,1,1,female,28.2,1,0,51.29,S
927,1,3,female,21.3,0,0,8.15,S
928,0,3,male,28.1,0,0,0,S
929,0,1,male,30.6,1,0,111.26,S
930,0,2,male,0.5,0,0,22.5,C
931,1,2,female,60.9,0,0,50.24,C
932,1,1,female,50.1,0,2,71.08,C
933,1,1,female,36.3,1,0,86.45,C
934,1,1,male,6.6,0,0,81.47,C
935,0,3,male,13.7,0,1,14.03,Q
936,0,3,male,28.4,1,0,37.43,Q
937,0,3,male,29.6,0,0,1.15,C
938,0,2,female,52.7,2,0,29.5,S
939,1,1,female,28.4,0,3,95.04,S
940,0,3,female,50.0,0,0,21.24,Q
941,0,3,female,35.0,0,1,2.47,S
942,1,3,female,25.0,0,0,41.16,S
943,0,3,male,27.5,0,2,10.98,S
944,1,3,female,29.4,1,0,0,C
945,1,3,female,21.9,1,1,0,Q
946,1,3,male,37.5,0,0,25.59,S
947,1,2,female,37.3,0,1,54.36,C
948,1,3,female,43.9,1,0,17.34,C
949,0,3,female,36.7,0,0,22.35,C
950,0,3,male,34.7,0,0,16.18,S
951,1,3,female,35.5,3,0,40.12,S
952,1,3,female,42.8,0,0,12.26,Q
953,0,3,female,40.2,0,0,28.74,C
954,1,1,female,45.0,0,0,67.9,Q
955,0,3,male,38.0,1,2,11.13,C
956,0,2,male,23.6,0,1,13.58,S
957,1,3,female,28.3,2,1,34.65,Q
958,1,1,male,33.1,1,0,52.56,S
959,0,3,male,6.9,1,1,41.27,C
960,1,2,female,16.6,0,0,6.37,C
961,1,2,male,17.3,1,1,6.17,S
962,1,2,female,42.2,0,2,0.97,C
963,0,2,male,29.7,1,0,21.97,C
964,1,1,female,20.1,0,0,98.08,C
965,1,1,female,15.5,0,0,67.85,S
966,0,3,male,9.3,0,3,17.18,S
967,1,3,male,30.0,0,0,48.87,Q
968,0,1,male,32.8,0,0,62.16,Q
969,1,2,female,17.1,0,0,6.12,C
970,0,3,male,22.5,0,0,0,Q
971,1,2,female,45.0,0,0,75.52,C
972,1,1,female,36.4,1,0,104.95,C
973,1,2,male,44.8,0,0,0,C
974,1,1,female,32.4,0,0,77.81,C
975,1,1,female,31.6,0,2,116.35,S
976,0,3,male,49.3,0,0,40.06,S
977,0,2,female,38.4,0,0,17.84,C
978,0,2,male,25.8,1,1,25.84,S
979,0,3,male,24.5,1,0,0,C
980,1,3,female,12.4,0,0,12.2,S
981,1,3,female,26.4,2,0,32.11,C
982,1,3,female,37.2,0,1,0,S
983,1,3,female,20.9,0,0,8.64,Q
984,1,1,female,15.9,0,1,90.06,Q
985,1,1,female,32.0,0,0,108.65,S
986,1,3,female,33.7,0,0,7.95,C
987,1,3,female,19.6,1,0,46.78,S
988,0,1,female,41.8,1,1,80.9,Q
989,1,3,male,11.5,1,0,16.2,Q
990,0,3,male,11.4,1,0,15.85,S
991,0,2,male,24.5,1,0,31.9,C
992,0,3,male,15.0,0,2,30.6,C
993,1,3,female,20.2,1,0,29.61,S
994,0,2,male,24.7,0,3,17.89,Q
995,1,3,female,37.4,0,0,10.32,C
996,1,2,female,20.3,0,0,6.93,C
997,1,3,female,37.2,1,0,14.24,C
998,0,3,male,15.1,0,0,17.39,Q
999,0,3,male,12.4,0,2,6.82,C
1000,1,1,female,38.6,0,0,53.08,Q
